ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,JOBS_1000
NY,New York,39-9011,Childcare Workers,detailed,"42,520",4.733
NY,New York,39-9021,Personal Care Aides,detailed,"150,530",16.753
NY,New York,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"15,970",1.777
NY,New York,39-9032,Recreation Workers,detailed,"27,360",3.045
NY,New York,39-9041,Residential Advisors,detailed,"5,190",0.578
NY,New York,39-9099,"Personal Care and Service Workers, All Other",detailed,"1,240",0.138
NY,New York,41-0000,Sales and Related Occupations,major,"932,530",103.789
NY,New York,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"62,460",6.952
NY,New York,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"21,700",2.415
NY,New York,41-2011,Cashiers,detailed,"197,890",22.025
NY,New York,41-2012,Gaming Change Persons and Booth Cashiers,detailed,480,0.054
NY,New York,41-2021,Counter and Rental Clerks,detailed,"19,100",2.126
NY,New York,41-2022,Parts Salespersons,detailed,"8,750",0.974
NY,New York,41-2031,Retail Salespersons,detailed,"324,680",36.136
NY,New York,41-3011,Advertising Sales Agents,detailed,"24,400",2.715
NY,New York,41-3021,Insurance Sales Agents,detailed,"23,040",2.564
NY,New York,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"56,490",6.287
NY,New York,41-3041,Travel Agents,detailed,"6,310",0.702
NY,New York,41-3099,"Sales Representatives, Services, All Other",detailed,"55,320",6.157
NY,New York,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"14,920",1.661
NY,New York,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"89,800",9.994
NY,New York,41-9011,Demonstrators and Product Promoters,detailed,"5,310",0.591
NY,New York,41-9012,Models,detailed,400,0.044
NY,New York,41-9021,Real Estate Brokers,detailed,"1,620",0.180
NY,New York,41-9022,Real Estate Sales Agents,detailed,"6,500",0.724
NY,New York,41-9031,Sales Engineers,detailed,"2,670",0.297
NY,New York,41-9041,Telemarketers,detailed,"7,480",0.833
NY,New York,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,790,0.087
NY,New York,41-9099,"Sales and Related Workers, All Other",detailed,"2,420",0.269
NY,New York,43-0000,Office and Administrative Support Occupations,major,"1,515,340",168.654
NY,New York,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"114,720",12.768
NY,New York,43-2011,"Switchboard Operators, Including Answering Service",detailed,"6,520",0.726
NY,New York,43-2021,Telephone Operators,detailed,670,0.074
NY,New York,43-2099,"Communications Equipment Operators, All Other",detailed,30,0.004
NY,New York,43-3011,Bill and Account Collectors,detailed,"18,630",2.074
NY,New York,43-3021,Billing and Posting Clerks,detailed,"33,540",3.733
NY,New York,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"118,600",13.200
NY,New York,43-3041,Gaming Cage Workers,detailed,850,0.094
NY,New York,43-3051,Payroll and Timekeeping Clerks,detailed,"10,170",1.132
NY,New York,43-3061,Procurement Clerks,detailed,"3,660",0.407
NY,New York,43-3071,Tellers,detailed,"28,280",3.147
NY,New York,43-3099,"Financial Clerks, All Other",detailed,"1,810",0.202
NY,New York,43-4011,Brokerage Clerks,detailed,"8,580",0.955
NY,New York,43-4021,Correspondence Clerks,detailed,280,0.031
NY,New York,43-4031,"Court, Municipal, and License Clerks",detailed,"7,290",0.811
NY,New York,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"1,850",0.206
NY,New York,43-4051,Customer Service Representatives,detailed,"157,590",17.540
NY,New York,43-4061,"Eligibility Interviewers, Government Programs",detailed,"10,140",1.129
NY,New York,43-4071,File Clerks,detailed,"10,500",1.168
NY,New York,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"10,150",1.129
NY,New York,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"14,280",1.589
NY,New York,43-4121,"Library Assistants, Clerical",detailed,"7,030",0.782
NY,New York,43-4131,Loan Interviewers and Clerks,detailed,"6,850",0.763
NY,New York,43-4141,New Accounts Clerks,detailed,"1,120",0.125
NY,New York,43-4151,Order Clerks,detailed,"7,870",0.876
NY,New York,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"10,190",1.134
NY,New York,43-4171,Receptionists and Information Clerks,detailed,"86,300",9.606
NY,New York,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"10,950",1.219
NY,New York,43-4199,"Information and Record Clerks, All Other",detailed,"5,580",0.621
NY,New York,43-5011,Cargo and Freight Agents,detailed,"5,790",0.644
NY,New York,43-5021,Couriers and Messengers,detailed,"5,650",0.629
NY,New York,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"4,060",0.452
NY,New York,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"11,520",1.282
NY,New York,43-5041,"Meter Readers, Utilities",detailed,"1,870",0.208
NY,New York,43-5051,Postal Service Clerks,detailed,"5,720",0.637
NY,New York,43-5052,Postal Service Mail Carriers,detailed,"21,220",2.362
NY,New York,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"9,290",1.034
NY,New York,43-5061,"Production, Planning, and Expediting Clerks",detailed,"22,290",2.481
NY,New York,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"36,400",4.051
NY,New York,43-5081,Stock Clerks and Order Fillers,detailed,"116,250",12.938
NY,New York,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"2,200",0.244
NY,New York,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"77,430",8.618
NY,New York,43-6012,Legal Secretaries,detailed,"16,500",1.836
NY,New York,43-6013,Medical Secretaries,detailed,"12,020",1.337
NY,New York,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"197,290",21.958
NY,New York,43-9011,Computer Operators,detailed,"4,460",0.496
NY,New York,43-9021,Data Entry Keyers,detailed,"13,440",1.496
NY,New York,43-9022,Word Processors and Typists,detailed,"14,620",1.627
NY,New York,43-9031,Desktop Publishers,detailed,760,0.085
NY,New York,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"10,570",1.176
NY,New York,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"7,260",0.808
NY,New York,43-9061,"Office Clerks, General",detailed,"199,180",22.169
NY,New York,43-9071,"Office Machine Operators, Except Computer",detailed,"4,590",0.511
NY,New York,43-9081,Proofreaders and Copy Markers,detailed,"1,210",0.134
NY,New York,43-9111,Statistical Assistants,detailed,680,0.075
NY,New York,43-9199,"Office and Administrative Support Workers, All Other",detailed,"19,050",2.120
NY,New York,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,320",0.370
NY,New York,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,170,0.018
NY,New York,45-2011,Agricultural Inspectors,detailed,320,0.036
NY,New York,45-2041,"Graders and Sorters, Agricultural Products",detailed,90,0.010
NY,New York,45-2091,Agricultural Equipment Operators,detailed,100,0.011
NY,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"1,670",0.186
NY,New York,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,300,0.034
NY,New York,45-4011,Forest and Conservation Workers,detailed,60,0.007
NY,New York,45-4021,Fallers,detailed,100,0.011
NY,New York,45-4022,Logging Equipment Operators,detailed,330,0.037
NY,New York,45-4023,Log Graders and Scalers,detailed,50,0.005
NY,New York,45-4029,"Logging Workers, All Other",detailed,**,**
NY,New York,47-0000,Construction and Extraction Occupations,major,"324,000",36.061
NY,New York,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"22,720",2.528
NY,New York,47-2011,Boilermakers,detailed,570,0.063
NY,New York,47-2021,Brickmasons and Blockmasons,detailed,"5,340",0.594
NY,New York,47-2022,Stonemasons,detailed,"1,670",0.186
NY,New York,47-2031,Carpenters,detailed,"47,960",5.338
NY,New York,47-2041,Carpet Installers,detailed,"1,360",0.151
NY,New York,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,440,0.049
NY,New York,47-2043,Floor Sanders and Finishers,detailed,**,**
NY,New York,47-2044,Tile and Marble Setters,detailed,"1,840",0.205
NY,New York,47-2051,Cement Masons and Concrete Finishers,detailed,"6,320",0.703
NY,New York,47-2053,Terrazzo Workers and Finishers,detailed,230,0.025
NY,New York,47-2061,Construction Laborers,detailed,"58,700",6.533
NY,New York,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"2,190",0.244
NY,New York,47-2072,Pile-Driver Operators,detailed,100,0.011
NY,New York,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"12,750",1.419
NY,New York,47-2081,Drywall and Ceiling Tile Installers,detailed,"2,950",0.329
NY,New York,47-2082,Tapers,detailed,840,0.094
NY,New York,47-2111,Electricians,detailed,"40,100",4.463
NY,New York,47-2121,Glaziers,detailed,"2,540",0.283
NY,New York,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,670,0.074
NY,New York,47-2132,"Insulation Workers, Mechanical",detailed,"1,450",0.162
NY,New York,47-2141,"Painters, Construction and Maintenance",detailed,"14,030",1.562
NY,New York,47-2142,Paperhangers,detailed,400,0.045
NY,New York,47-2151,Pipelayers,detailed,780,0.087
NY,New York,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"27,550",3.066
NY,New York,47-2161,Plasterers and Stucco Masons,detailed,600,0.067
NY,New York,47-2171,Reinforcing Iron and Rebar Workers,detailed,"1,450",0.161
NY,New York,47-2181,Roofers,detailed,"4,750",0.529
NY,New York,47-2211,Sheet Metal Workers,detailed,"8,300",0.924
NY,New York,47-2221,Structural Iron and Steel Workers,detailed,"4,840",0.539
NY,New York,47-2231,Solar Photovoltaic Installers,detailed,430,0.048
NY,New York,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,940,0.105
NY,New York,47-3012,Helpers--Carpenters,detailed,"2,230",0.248
NY,New York,47-3013,Helpers--Electricians,detailed,"6,230",0.693
NY,New York,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,230,0.026
NY,New York,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"2,980",0.332
NY,New York,47-3016,Helpers--Roofers,detailed,420,0.047
NY,New York,47-3019,"Helpers, Construction Trades, All Other",detailed,300,0.034
NY,New York,47-4011,Construction and Building Inspectors,detailed,"7,250",0.807
NY,New York,47-4021,Elevator Installers and Repairers,detailed,"3,800",0.423
NY,New York,47-4031,Fence Erectors,detailed,"1,210",0.134
NY,New York,47-4041,Hazardous Materials Removal Workers,detailed,"4,320",0.481
NY,New York,47-4051,Highway Maintenance Workers,detailed,"14,810",1.649
NY,New York,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"2,540",0.282
NY,New York,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"1,470",0.164
NY,New York,47-4099,"Construction and Related Workers, All Other",detailed,160,0.017
NY,New York,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,**,**
NY,New York,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,110,0.012
NY,New York,47-5021,"Earth Drillers, Except Oil and Gas",detailed,310,0.035
NY,New York,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,40,0.005
NY,New York,47-5041,Continuous Mining Machine Operators,detailed,180,0.020
NY,New York,47-5042,Mine Cutting and Channeling Machine Operators,detailed,70,0.007
NY,New York,47-5051,"Rock Splitters, Quarry",detailed,110,0.013
NY,New York,47-5081,Helpers--Extraction Workers,detailed,50,0.006
NY,New York,49-0000,"Installation, Maintenance, and Repair Occupations",major,"295,220",32.857
NY,New York,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"25,410",2.828
NY,New York,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"6,510",0.724
NY,New York,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,310,0.034
NY,New York,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"12,640",1.407
NY,New York,49-2091,Avionics Technicians,detailed,290,0.032
NY,New York,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,530,0.058
NY,New York,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,950,0.106
NY,New York,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"2,220",0.248
NY,New York,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"1,990",0.222
NY,New York,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,600,0.067
NY,New York,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"1,650",0.184
NY,New York,49-2098,Security and Fire Alarm Systems Installers,detailed,"3,830",0.427
NY,New York,49-3011,Aircraft Mechanics and Service Technicians,detailed,"3,120",0.347
NY,New York,49-3021,Automotive Body and Related Repairers,detailed,"7,680",0.855
NY,New York,49-3022,Automotive Glass Installers and Repairers,detailed,760,0.085
NY,New York,49-3023,Automotive Service Technicians and Mechanics,detailed,"36,040",4.011
NY,New York,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"13,300",1.481
NY,New York,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,780,0.087
NY,New York,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"2,580",0.287
NY,New York,49-3043,Rail Car Repairers,detailed,"1,340",0.149
NY,New York,49-3051,Motorboat Mechanics and Service Technicians,detailed,"1,200",0.134
NY,New York,49-3052,Motorcycle Mechanics,detailed,690,0.077
NY,New York,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"1,360",0.152
NY,New York,49-3091,Bicycle Repairers,detailed,530,0.059
NY,New York,49-3092,Recreational Vehicle Service Technicians,detailed,240,0.027
NY,New York,49-3093,Tire Repairers and Changers,detailed,"2,060",0.229
NY,New York,49-9011,Mechanical Door Repairers,detailed,410,0.045
NY,New York,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"4,020",0.448
NY,New York,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"13,330",1.484
NY,New York,49-9031,Home Appliance Repairers,detailed,"3,360",0.373
NY,New York,49-9041,Industrial Machinery Mechanics,detailed,"10,130",1.128
NY,New York,49-9043,"Maintenance Workers, Machinery",detailed,"3,050",0.339
NY,New York,49-9044,Millwrights,detailed,940,0.104
NY,New York,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,100,0.011
NY,New York,49-9051,Electrical Power-Line Installers and Repairers,detailed,"4,790",0.534
NY,New York,49-9052,Telecommunications Line Installers and Repairers,detailed,"10,880",1.210
NY,New York,49-9061,Camera and Photographic Equipment Repairers,detailed,340,0.038
NY,New York,49-9062,Medical Equipment Repairers,detailed,"1,910",0.213
NY,New York,49-9063,Musical Instrument Repairers and Tuners,detailed,440,0.049
NY,New York,49-9064,Watch Repairers,detailed,130,0.014
NY,New York,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,280,0.031
NY,New York,49-9071,"Maintenance and Repair Workers, General",detailed,"97,480",10.849
NY,New York,49-9081,Wind Turbine Service Technicians,detailed,**,**
NY,New York,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"1,740",0.194
NY,New York,49-9092,Commercial Divers,detailed,60,0.007
NY,New York,49-9094,Locksmiths and Safe Repairers,detailed,970,0.108
NY,New York,49-9095,Manufactured Building and Mobile Home Installers,detailed,130,0.014
NY,New York,49-9096,Riggers,detailed,220,0.025
NY,New York,49-9097,Signal and Track Switch Repairers,detailed,"1,110",0.123
NY,New York,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"5,680",0.633
NY,New York,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"5,000",0.556
NY,New York,51-0000,Production Occupations,major,"337,230",37.533
NY,New York,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"25,650",2.855
